databaseId,caseId,url,title,citation,language,docketNumber,decisionDate,keywords
csc-scc,2010scc26,http://canlii.ca/t/2blzk,R. v. Shea,"[2010] 2 SCR 17, 2010 SCC 26 (CanLII)",en,33466,2010-07-15,jurisdiction to grant leave — highest court of final resort — intermediate appellate — three-judge panel — importance
csc-scc,2010scc25,http://canlii.ca/t/2blzh,R. v. Levigne,"[2010] 2 SCR 3, 2010 SCC 25 (CanLII)",en,33450,2010-07-15,underage — interlocutor — steps to ascertain the age — communicating by computer — believed
csc-scc,2010scc24,http://canlii.ca/t/2b8jp,R. v. Nolet,"[2010] 1 SCR 851, 2010 SCC 24 (CanLII)",en,33032,2010-06-25,search — duffle bag — officer — truck — police
csc-scc,2010scc23,http://canlii.ca/t/2b5ss,Ontario (Public Safety and Security) v. Criminal Lawyers' Association,"[2010] 1 SCR 815, 2010 SCC 23 (CanLII)",en,32172,2010-06-17,solicitor-client privilege — public interest override — disclosure — exemptions — enforcement
csc-scc,2010scc22,http://canlii.ca/t/2b2ds,R. v. Conway,"[2010] 1 SCR 765, 2010 SCC 22 (CanLII)",en,32662,2010-06-11,competent jurisdiction — constitutional — statutory — absolute discharge — remedies
csc-scc,2010scc21,http://canlii.ca/t/2b1lp,Toronto Star Newspapers Ltd. v. Canada,"[2010] 1 SCR 721, 2010 SCC 21 (CanLII)",en,32865; 33085,2010-06-10,bail — freedom of expression — mandatory publication ban — pre-trial publicity — media
csc-scc,2010scc20,http://canlii.ca/t/29vqb,R. v. S.G.T.,"[2010] 1 SCR 688, 2010 SCC 20 (CanLII)",en,32890,2010-05-27,voir dire — apology — person in authority — admissibility of the e-mail — inadmissible
csc-scc,2010scc19,http://canlii.ca/t/29sh0,Yugraneft Corp. v. Rexx Management Corp.,"[2010] 1 SCR 649, 2010 SCC 19 (CanLII)",en,32738,2010-05-20,enforcement of foreign arbitral awards — recognition — two-year limitation period — remedial — time-barred
csc-scc,2010scc18,http://canlii.ca/t/29pt5,R. v. Hurley,"[2010] 1 SCR 637, 2010 SCC 18 (CanLII)",en,33301,2010-05-14,evidence — jury — hotel room — warning — jailhouse informant
csc-scc,2010scc17,http://canlii.ca/t/29pt3,Quebec (Attorney General) v. Moses,"[2010] 1 SCR 557, 2010 SCC 17 (CanLII)",en,32693,2010-05-14,federal — project — environmental assessment — fish habitat — provincial
csc-scc,2010scc16,http://canlii.ca/t/29l77,R. v. National Post,"[2010] 1 SCR 477, 2010 SCC 16 (CanLII)",en,32601,2010-05-07,media — source — privilege — warrant — journalist
csc-scc,2010scc15,http://canlii.ca/t/29k4c,R. v. Szczerbaniwicz,"[2010] 1 SCR 455, 2010 SCC 15 (CanLII)",en,33189,2010-05-06,military — diploma — force — lost his self-control — property
csc-scc,2010scc14,http://canlii.ca/t/29850,Montréal (City) v. Montreal Port Authority,"[2010] 1 SCR 427, 2010 SCC 14 (CanLII)",en,32882; 32881,2010-04-15,property tax — non-residential immovables — payments in lieu — corporations — rate
csc-scc,2010scc13,http://canlii.ca/t/29280,R. v. Briscoe,"[2010] 1 SCR 411, 2010 SCC 13 (CanLII)",en,32912,2010-04-08,wilful blindness — mens rea — murder — abettor — knowledge
csc-scc,2010scc12,http://canlii.ca/t/29283,R. v. Laboucan,"[2010] 1 SCR 397, 2010 SCC 12 (CanLII)",en,33010,2010-04-08,motive to lie — presumption of innocence — acquittal — great motive to be untruthful — credibility
csc-scc,2010scc11,http://canlii.ca/t/28z8j,Reference re Broome v. Prince Edward Island,"[2010] 1 SCR 360, 2010 SCC 11 (CanLII)",en,33051,2010-04-01,children — duty of care — non-delegable duty — residents — parens patriae
csc-scc,2010scc10,http://canlii.ca/t/28tlt,R. v. Cunningham,"[2010] 1 SCR 331, 2010 SCC 10 (CanLII)",en,32760,2010-03-26,solicitor-client privilege — non-payment of legal fees — administration of justice — societies — ethical
csc-scc,2010scc9,http://canlii.ca/t/fv6r2,R. v. Baker,"[2010] 1 SCR 329, 2010 SCC 9 (CanLII)",en,33323,2010-03-19,morally wrong — evidence — verdict — insanity — jury
csc-scc,2010scc8,http://canlii.ca/t/28mrg,R. v. Morelli,"[2010] 1 SCR 253, 2010 SCC 8 (CanLII)",en,32741,2010-03-19,computer — images — possession of child pornography — search — links
csc-scc,2010scc7,http://canlii.ca/t/286n4,R. v. Beaulieu,"[2010] 1 SCR 248, 2010 SCC 7 (CanLII)",en,33181,2010-02-25,firearm — authorization — hidden compartment — evidence — search
csc-scc,2010scc6,http://canlii.ca/t/2848x,R. v. Nasogaluak,"[2010] 1 SCR 206, 2010 SCC 6 (CanLII)",en,32423,2010-02-19,offender — police — remedy — sentencing — force
csc-scc,2010scc5,http://canlii.ca/t/283kf,Fullowka v. Pinkerton's of Canada Ltd.,"[2010] 1 SCR 132, 2010 SCC 5 (CanLII)",en,32735,2010-02-18,miners — mine — duty of care — inspectors — union
csc-scc,2010scc4,http://canlii.ca/t/27zz2,Tercon Contractors Ltd. v. British Columbia (Transportation and Highways),"[2010] 1 SCR 69, 2010 SCC 4 (CanLII)",en,32460,2010-02-12,bid — exclusion clause — joint venture — bidder — contract
csc-scc,2010scc3,http://canlii.ca/t/27qn6,Canada (Prime Minister) v. Khadr,"[2010] 1 SCR 44, 2010 SCC 3 (CanLII)",en,33289,2010-01-29,repatriation — government — officials — foreign — remedy
csc-scc,2010scc2,http://canlii.ca/t/27jmr,MiningWatch Canada v. Canada (Fisheries and Oceans),"[2010] 1 SCR 6, 2010 SCC 2 (CanLII)",en,32797,2010-01-21,project — comprehensive study — environmental assessment — responsible authority — screening
csc-scc,2010canlii1135,http://canlii.ca/t/27hkt,R. v. J.Z.S.,"[2010] 1 SCR 3, 2010 SCC 1 (CanLII)",en,32942,2010-01-19,intervener — presuming testimonial competence of witness — convicted of sexual assault children — age testifying behind screen — infringing
csc-scc,2009scc62,http://canlii.ca/t/27432,Quan v. Cusson,"[2009] 3 SCR 712, 2009 SCC 62 (CanLII)",en,32420,2009-12-22,qualified privilege — responsible journalism — jury — defence — rescue
csc-scc,2009scc61,http://canlii.ca/t/27430,Grant v. Torstar Corp.,"[2009] 3 SCR 640, 2009 SCC 61 (CanLII)",en,32932,2009-12-22,public interest — defamatory — jury — defence — responsible journalism
csc-scc,2009scc60,http://canlii.ca/t/2736k,R. v. Bird,"[2009] 3 SCR 638, 2009 SCC 60 (CanLII)",en,33054,2009-12-18,manslaughter — defence of abandonment — conviction — degree murder — kidnapping
csc-scc,2009scc59,http://canlii.ca/t/2736h,Co-operators Life Insurance Co. v. Gibbens,"[2009] 3 SCR 605, 2009 SCC 59 (CanLII)",en,32677,2009-12-18,disease — ordinary course of events — bodily — insured — unexpected
csc-scc,2009scc58,http://canlii.ca/t/272k3,R. v. Dudley,"[2009] 3 SCR 570, 2009 SCC 58 (CanLII)",en,32603,2009-12-17,dual procedure offences — summary conviction — indictable — election — limitation period
csc-scc,2009scc57,http://canlii.ca/t/26vrk,R. v. Burke,"[2009] 3 SCR 566, 2009 SCC 57 (CanLII)",en,33031,2009-12-04,arrest — warrant — reasonable grounds — amicus curiae — dissenting
csc-scc,2009scc56,http://canlii.ca/t/26vbx,R. v. Legare,"[2009] 3 SCR 551, 2009 SCC 56 (CanLII)",en,32829,2009-12-03,underage — mens rea — actus reus — specified secondary offence — purpose of facilitating
csc-scc,2009scc55,http://canlii.ca/t/26sq3,Desbiens v. Wal-Mart Canada Corp.,"[2009] 3 SCR 540, 2009 SCC 55 (CanLII)",en,32527,2009-11-27,intervener — store — closure — definitive — relations du travail
csc-scc,2009scc54,http://canlii.ca/t/26sq1,Plourde v. Wal-Mart Canada Corp.,"[2009] 3 SCR 465, 2009 SCC 54 (CanLII)",en,32342,2009-11-27,employer — closure — anti-union conduct — presumption — closing
csc-scc,2009scc53,http://canlii.ca/t/26s7t,Consolidated Fastfrate Inc. v. Western Canada Council of Teamsters,"[2009] 3 SCR 407, 2009 SCC 53 (CanLII)",en,32290,2009-11-26,freight — interprovincial undertaking — transportation — federal jurisdiction — provincial
csc-scc,2009scc52,http://canlii.ca/t/26mxq,R. v. Basi,"[2009] 3 SCR 389, 2009 SCC 52 (CanLII)",en,32719,2009-11-19,informer privilege — disclosure — defence — camera — ex parte
csc-scc,2009scc51,http://canlii.ca/t/26g27,Miazga v. Kvello Estate,"[2009] 3 SCR 339, 2009 SCC 51 (CanLII)",en,32208,2009-11-06,malicious prosecution — probable cause — improper purpose — prosecutor — reasonable
csc-scc,2009scc50,http://canlii.ca/t/26frh,Northrop Grumman Overseas Services Corp. v. Canada (Attorney General),"[2009] 3 SCR 309, 2009 SCC 50 (CanLII)",en,32752,2009-11-05,procurement — goods — suppliers — designated contract — complaint
csc-scc,2009scc49,http://canlii.ca/t/26c8k,Quebec (Revenue) v. Caisse populaire Desjardins de Montmagny,"[2009] 3 SCR 286, 2009 SCC 49 (CanLII)",en,32489; 32492; 32486,2009-10-30,bankruptcy — collected — amounts — tax authorities — supplier
csc-scc,2009scc48,http://canlii.ca/t/266b1,Galambos v. Perez,"[2009] 3 SCR 247, 2009 SCC 48 (CanLII)",en,32586,2009-10-23,solicitor-client relationship — firm — advances — fiduciary duty — power-dependency relationship
csc-scc,2009scc47,http://canlii.ca/t/2669q,"Nguyen v. Quebec (Education, Recreation and Sports)","[2009] 3 SCR 208, 2009 SCC 47 (CanLII)",en,32319; 32229,2009-10-22,instruction — educational pathway — minority language — child — schools
csc-scc,2009scc46,http://canlii.ca/t/2639j,Canada (Justice) v. Fischbacher,"[2009] 3 SCR 170, 2009 SCC 46 (CanLII)",en,32842,2009-10-16,extradition — surrender — offence — double criminality — foreign
csc-scc,2009scc45,http://canlii.ca/t/262nh,R. v. Last,"[2009] 3 SCR 146, 2009 SCC 45 (CanLII)",en,32809,2009-10-15,counts — severance — interests of justice — acted unjudicially — testify
csc-scc,2009scc44,http://canlii.ca/t/25zgl,Breslaw v. Montreal (City),"[2009] 3 SCR 131, 2009 SCC 44 (CanLII)",en,32369,2009-10-08,taxes — tax — null — municipal by-laws — class
csc-scc,2009scc43,http://canlii.ca/t/25zgj,Marcotte v. Longueuil (City),"[2009] 3 SCR 65, 2009 SCC 43 (CanLII)",en,32214; 32213,2009-10-08,class — ratepayers — nullity — tax — taxes
csc-scc,2009scc42,http://canlii.ca/t/25qz1,R. v. Jaw,"[2009] 3 SCR 26, 2009 SCC 42 (CanLII)",en,32706,2009-09-25,post-offence conduct — jury — shooting — shot — pepper spray
csc-scc,2009scc41,http://canlii.ca/t/25q9k,United States of America v. Anekwu,"[2009] 3 SCR 3, 2009 SCC 41 (CanLII)",en,32646,2009-09-24,extradition — gathered evidence — committal — hearsay rule — contained in the record
csc-scc,2009scc40,http://canlii.ca/t/25n7g,Bell Canada v. Bell Aliant Regional Communications,"[2009] 2 SCR 764, 2009 SCC 40 (CanLII)",en,32611; 32607,2009-09-18,deferral accounts — telecommunications — broadband — rates — crtc gc ca eng archive
csc-scc,2009scc39,http://canlii.ca/t/251ck,Nolan v. Kerry (Canada) Inc.,"[2009] 2 SCR 678, 2009 SCC 39 (CanLII)",en,32205,2009-08-07,contribution holidays — plan — trust — fund — beneficiaries
csc-scc,2009scc38,http://canlii.ca/t/24wcw,R. v. Bjelland,"[2009] 2 SCR 651, 2009 SCC 38 (CanLII)",en,32446,2009-07-30,remedy — integrity of the justice system — exclusion — disclosure — evidence
csc-scc,2009scc37,http://canlii.ca/t/24rr4,Alberta v. Hutterian Brethren of Wilson Colony,"[2009] 2 SCR 567, 2009 SCC 37 (CanLII)",en,32186,2009-07-24,religious — universal photo requirement — identity theft — driver s licences — proportionality
csc-scc,2009scc36,http://canlii.ca/t/24qq0,R. v. Layton,"[2009] 2 SCR 540, 2009 SCC 36 (CanLII)",en,32883,2009-07-23,reasonable doubt — balance of probabilities — jury s question — absolute certainty — charge
csc-scc,2009scc35,http://canlii.ca/t/24kx6,R. v. Shepherd,"[2009] 2 SCR 527, 2009 SCC 35 (CanLII)",en,32037,2009-07-17,probable grounds — breath samples — demand — officer — reasonable
csc-scc,2009scc34,http://canlii.ca/t/24kx5,R. v. Harrison,"[2009] 2 SCR 494, 2009 SCC 34 (CanLII)",en,32487,2009-07-17,search — detention — officer — evidence — seriousness
csc-scc,2009scc33,http://canlii.ca/t/24kx4,R. v. Suberu,"[2009] 2 SCR 460, 2009 SCC 33 (CanLII)",en,31912,2009-07-17,detention — police — encounter — detained — investigative
csc-scc,2009scc32,http://canlii.ca/t/24kwz,R. v. Grant,"[2009] 2 SCR 353, 2009 SCC 32 (CanLII)",en,31892,2009-07-17,police — detention — administration of justice into disrepute — evidence — person
csc-scc,2009scc31,http://canlii.ca/t/24cnk,Greater Vancouver Transportation Authority v. Canadian Federation of Students — British Columbia Component,"[2009] 2 SCR 295, 2009 SCC 31 (CanLII)",en,31845,2009-07-10,transit authorities — advertising — freedom of expression — policies — government
csc-scc,2009scc30,http://canlii.ca/t/24432,A.C. v. Manitoba (Director of Child and Family Services),"[2009] 2 SCR 181, 2009 SCC 30 (CanLII)",en,31955,2009-06-26,child — mature — best interests — medical treatment — autonomy
csc-scc,2009scc29,http://canlii.ca/t/23zql,Caisse populaire Desjardins de l'Est de Drummond v. Canada,"[2009] 2 SCR 94, 2009 SCC 29 (CanLII)",en,31787,2009-06-19,security interest — deposit — property — compensation — debtor
csc-scc,2009scc28,http://canlii.ca/t/23zqj,R. v. Griffin,"[2009] 2 SCR 42, 2009 SCC 28 (CanLII)",en,32649; 32650,2009-06-18,jury — state of mind — circumstantial evidence — reasonable doubt — hearsay
csc-scc,2009scc27,http://canlii.ca/t/23w6b,R. v. Ellard,"[2009] 2 SCR 19, 2009 SCC 27 (CanLII)",en,32835,2009-06-12,cross the bridge — jury — re-examination — limiting instruction — prior consistent statements
csc-scc,2009scc26,http://canlii.ca/t/23rhf,R. v. Godin,"[2009] 2 SCR 3, 2009 SCC 26 (CanLII)",en,32740,2009-06-04,preliminary inquiry — defence — prejudice — length of the delay — re-elect to proceed by indictment
csc-scc,2009scc25,http://canlii.ca/t/23n2z,R. v. Nguyen,"[2009] 1 SCR 826, 2009 SCC 25 (CanLII)",en,32359,2009-05-29,forfeiture — sole purpose of growing marihuana — grow operation — house — disproportionate
csc-scc,2009scc24,http://canlii.ca/t/23n2w,R. v. Ouellette,"[2009] 1 SCR 818, 2009 SCC 24 (CanLII)",en,32057,2009-05-29,marihuana grow operation — partial forfeiture — dissenting — bunker — real property
csc-scc,2009scc23,http://canlii.ca/t/23n2t,R. v. Craig,"[2009] 1 SCR 762, 2009 SCC 23 (CanLII)",en,32102,2009-05-29,partial forfeiture — sentencing — designated substance offence — offence-related real property — punishment
csc-scc,2009scc22,http://canlii.ca/t/23mt8,R. v. Van,"[2009] 1 SCR 716, 2009 SCC 22 (CanLII)",en,32681,2009-05-28,jury — evidence — limiting instruction — error — hearsay
csc-scc,2009scc21,http://canlii.ca/t/23l0k,R. v. Middleton,"[2009] 1 SCR 674, 2009 SCC 21 (CanLII)",en,32138,2009-05-22,conditional sentences — intermittent sentence — offender — served intermittently — conditional sentence of imprisonment
csc-scc,2009scc20,http://canlii.ca/t/23743,United Parcel Service Canada Ltd. v. Canada,"[2009] 1 SCR 657, 2009 SCC 20 (CanLII)",en,32546,2009-04-23,overpayment — consignees — amount — allowable rebate — goods
csc-scc,2009scc19,http://canlii.ca/t/23447,Chatterjee v. Ontario (Attorney General),"[2009] 1 SCR 624, 2009 SCC 19 (CanLII)",en,32204,2009-04-17,forfeiture — unlawful activity — crime — property — provincial
csc-scc,2009scc18,http://canlii.ca/t/23449,R. v. Laboucan,"[2009] 1 SCR 620, 2009 SCC 18 (CanLII)",en,33010,2009-04-14,motion to quash — dissent — application for leave — apply the proviso — error
csc-scc,2009scc17,http://canlii.ca/t/231wj,R. v. Patrick,"[2009] 1 SCR 579, 2009 SCC 17 (CanLII)",en,32354,2009-04-09,garbage bags — police — search — reasonable expectation of privacy — waste
csc-scc,2009scc16,http://canlii.ca/t/22zdq,Canada Post Corp. v. Lépine,"[2009] 1 SCR 549, 2009 SCC 16 (CanLII)",en,32299,2009-04-02,doctrine of forum non conveniens — lis pendens — class — foreign — recognition
csc-scc,2009scc15,http://canlii.ca/t/22zdn,B.M.P. Global Distribution Inc. v. Bank of Nova Scotia,"[2009] 1 SCR 504, 2009 SCC 15 (CanLII)",en,31930,2009-04-02,funds — drawee — forged — payee — bank
csc-scc,2009scc14,http://canlii.ca/t/22wn9,R. v. S.J.L.,"[2009] 1 SCR 426, 2009 SCC 14 (CanLII)",en,32309,2009-03-27,preliminary inquiry — young persons — youth — direct indictment — adult
csc-scc,2009scc13,http://canlii.ca/t/22wnc,R. v. Royz,"[2009] 1 SCR 423, 2009 SCC 13 (CanLII)",en,32806,2009-03-25,jury — defence — evidence — extortion — adequate
csc-scc,2009scc12,http://canlii.ca/t/22mvz,Canada (Citizenship and Immigration) v. Khosa,"[2009] 1 SCR 339, 2009 SCC 12 (CanLII)",en,31952,2009-03-06,standard of review — privative clause — judicial review — deference — majority
csc-scc,2009scc11,http://canlii.ca/t/22j91,Teck Cominco Metals Ltd. v. Lloyd's Underwriters,"[2009] 1 SCR 321, 2009 SCC 11 (CanLII)",en,32116,2009-02-20,forum non conveniens — foreign — prior assertion of jurisdiction — coverage — proceedings
csc-scc,2009scc10,http://canlii.ca/t/22hw5,Rick v. Brandsema,"[2009] 1 SCR 295, 2009 SCC 10 (CanLII)",en,32098,2009-02-19,wife — vulnerabilities — husband — separation — agreement
csc-scc,2009scc9,http://canlii.ca/t/22g7s,Ermineskin Indian Band and Nation v. Canada,"[2009] 1 SCR 222, 2009 SCC 9 (CanLII)",en,31869; 31875,2009-02-13,bands — royalties — moneys — band — fiduciary
csc-scc,2009scc8,http://canlii.ca/t/22bnz,DesRochers v. Canada (Industry),"[2009] 1 SCR 194, 2009 SCC 8 (CanLII)",en,31815,2009-02-05,principle of linguistic equality — services — community — economic development — languages
csc-scc,2009scc7,http://canlii.ca/t/228cm,Ravndahl v. Saskatchewan,"[2009] 1 SCR 181, 2009 SCC 7 (CanLII)",en,32225,2009-01-29,intervener — remarriage — statute-barred — personal — unconstitutional
csc-scc,2009scc6,http://canlii.ca/t/226fm,Shafron v. KRG Insurance Brokers (Western) Inc.,"[2009] 1 SCR 157, 2009 SCC 6 (CanLII)",en,31981,2009-01-23,restrictive covenant — contract — doctrine of notional severance — blue-pencil severance — ambiguous
csc-scc,2009scc5,http://canlii.ca/t/2260w,R. v. Smith,"[2009] 1 SCR 146, 2009 SCC 5 (CanLII)",en,32323; 31980,2009-01-22,jury — accomplices — unsavoury — testimony — warning
csc-scc,2009scc4,http://canlii.ca/t/2260t,R. v. Khela,"[2009] 1 SCR 104, 2009 SCC 4 (CanLII)",en,32325; 31933,2009-01-22,jury — evidence — unsavoury witnesses — warning — confirmatory
csc-scc,2009scc3,http://canlii.ca/t/2254d,R. v. McNeil,"[2009] 1 SCR 66, 2009 SCC 3 (CanLII)",en,31852,2009-01-16,production — expectation of privacy — disclosure — police — records
csc-scc,2009scc2,http://canlii.ca/t/2254g,R. v. Strecko,"[2009] 1 SCR 64, 2009 SCC 2 (CanLII)",en,32679,2009-01-14,acquittal — conviction — dissenting — justified — substituting
csc-scc,2009scc1,http://canlii.ca/t/221n0,Lipson v. Canada,"[2009] 1 SCR 3, 2009 SCC 1 (CanLII)",en,32041,2009-01-08,series of transactions — income — avoidance — tax benefit — taxpayer
csc-scc,2008scc68,http://canlii.ca/t/21sxv,Confédération des syndicats nationaux v. Canada (Attorney General),"[2008] 3 SCR 511, 2008 SCC 68 (CanLII)",en,31809; 31810,2008-12-11,surpluses — premiums — employment insurance — system — measures
csc-scc,2008scc67,http://canlii.ca/t/21p2x,R. v. Lacroix,"[2008] 3 SCR 509, 2008 SCC 67 (CanLII)",en,32445,2008-12-04,verdict of acquittal is substituted — counts — affirming — convicted — unreasonable
csc-scc,2008scc66,http://canlii.ca/t/21kz7,Canadian National Railway Co. v. Royal and Sun Alliance Insurance Co. of Canada,"[2008] 3 SCR 453, 2008 SCC 66 (CanLII)",en,32062,2008-11-21,faulty — excess differential deflection — improper design — foreseeable risks — state of the art
csc-scc,2008scc65,http://canlii.ca/t/21l07,R. v. Caissey,"[2008] 3 SCR 451, 2008 SCC 65 (CanLII)",en,32436,2008-11-20,intervener — informant — warrant — issuance — uncorroborated
csc-scc,2008scc64,http://canlii.ca/t/21knw,St. Lawrence Cement Inc. v. Barrette,"[2008] 3 SCR 392, 2008 SCC 64 (CanLII)",en,31782,2008-11-20,fault — respect of neighbourhood disturbances — abnormal annoyances — no-fault liability in respect — plant
csc-scc,2008scc63,http://canlii.ca/t/21h5z,R. v. Mahalingan,"[2008] 3 SCR 316, 2008 SCC 63 (CanLII)",en,31499,2008-11-14,estoppel — acquittal — criminal — res judicata — evidence
csc-scc,2008scc62,http://canlii.ca/t/21h61,R. v. Solowan,"[2008] 3 SCR 309, 2008 SCC 62 (CanLII)",en,32237,2008-11-14,worst offender — maximum sentence — summary conviction — fundamental principle of proportionality — hybrid offence
csc-scc,2008scc61,http://canlii.ca/t/21dhh,Apotex Inc. v. Sanofi-Synthelabo Canada Inc.,"[2008] 3 SCR 265, 2008 SCC 61 (CanLII)",en,31881,2008-11-06,dextro-rotatory isomer — racemate — invention — genus patent — levo-rotatory isomer
csc-scc,2008scc60,http://canlii.ca/t/21bgx,R. v. J.F.,"[2008] 3 SCR 215, 2008 SCC 60 (CanLII)",en,32203,2008-10-31,provide the necessaries of life — criminal negligence — jury — failing to provide the necessaries — verdicts
csc-scc,2008scc59,http://canlii.ca/t/21b1w,R. v. Pritchard,"[2008] 3 SCR 195, 2008 SCC 59 (CanLII)",en,31970,2008-10-30,unlawful confinement — degree murder — robbery — victim — killing
csc-scc,2008scc58,http://canlii.ca/t/218cz,Saulnier v. Royal Bank of Canada,"[2008] 3 SCR 166, 2008 SCC 58 (CanLII)",en,31622,2008-10-24,property — fishing licence — holder — profit à prendre — proprietary
csc-scc,2008scc57,http://canlii.ca/t/218ct,R. v. Illes,"[2008] 3 SCR 134, 2008 SCC 57 (CanLII)",en,31954,2008-10-24,bucket — letters — jury — statements — incriminating
csc-scc,2008scc56,http://canlii.ca/t/218cw,R. v. Rojas,"[2008] 3 SCR 111, 2008 SCC 56 (CanLII)",en,32080; 32087,2008-10-24,out-of-court statements — jury — exculpatory — instruction — evidence
csc-scc,2008scc55,http://canlii.ca/t/216sv,R. v. Dowe,"[2008] 3 SCR 109, 2008 SCC 55 (CanLII)",en,32493,2008-10-17,acquittal for breaking — entering — corroboration — restored — concurring
csc-scc,2008scc54,http://canlii.ca/t/212w5,RBC Dominion Securities Inc. v. Merrill Lynch Canada Inc.,"[2008] 3 SCR 79, 2008 SCC 54 (CanLII)",en,31904,2008-10-09,investment advisors — duty of good faith — non-competition clause — damages — employees
csc-scc,2008canlii77544,http://canlii.ca/t/245pt,R. v. Tiffin,2008 CanLII 77544 (SCC),en,32651,2008-10-06,cassation — auditorial — moot — motion to quash — applicable
csc-scc,2008scc53,http://canlii.ca/t/20xm8,F.H. v. McDougall,"[2008] 3 SCR 41, 2008 SCC 53 (CanLII)",en,32085,2008-10-02,standard of proof — evidence — washroom — sexual assaults — inconsistencies
csc-scc,2008scc52,http://canlii.ca/t/20xmb,R. v. H.S.B.,"[2008] 3 SCR 32, 2008 SCC 52 (CanLII)",en,32046,2008-10-02,reasons — credibility — fresh evidence — verdict — sexual abuse
csc-scc,2008scc51,http://canlii.ca/t/20xm6,R. v. R.E.M.,"[2008] 3 SCR 3, 2008 SCC 51 (CanLII)",en,32038,2008-10-02,reasons — evidence — appellate — credibility — verdict
csc-scc,2008scc50,http://canlii.ca/t/20t13,M.T. v. J.-Y.T.,"[2008] 2 SCR 781, 2008 SCC 50 (CanLII)",en,31748,2008-09-25,unequal partition — marriage — partition of the family patrimony — spouses — injustice
csc-scc,2008scc49,http://canlii.ca/t/20m8f,R. v. L.T.H.,"[2008] 2 SCR 739, 2008 SCC 49 (CanLII)",en,31763,2008-09-11,young person — waiver — proof beyond a reasonable doubt — voluntariness — balance of probabilities
csc-scc,2008scc48,http://canlii.ca/t/1zxj1,Montréal (City) v. Quebec (Commission des droits de la personne et des droits de la jeunesse),"[2008] 2 SCR 698, 2008 SCC 48 (CanLII)",en,31551,2008-08-01,pardon — good moral character — finding of guilt — offence — criminal
csc-scc,2008scc47,http://canlii.ca/t/1zvxj,R. v. S.A.C.,"[2008] 2 SCR 675, 2008 SCC 47 (CanLII)",en,32104,2008-07-31,pre-sentence report — pattern of findings of guilt — offences — young person — sentencing
csc-scc,2008scc46,http://canlii.ca/t/1zvxg,Redeemer Foundation v. Canada (National Revenue),"[2008] 2 SCR 643, 2008 SCC 46 (CanLII)",en,31753,2008-07-31,donors — unnamed persons — judicial authorization — taxpayer — audit
csc-scc,2008scc45,http://canlii.ca/t/1zjpm,New Brunswick (Human Rights Commission) v. Potash Corporation of Saskatchewan Inc.,"[2008] 2 SCR 604, 2008 SCC 45 (CanLII)",en,31652,2008-07-18,bona fide pension plan — mandatory retirement — sham — age discrimination — human
csc-scc,2008scc44,http://canlii.ca/t/1zhmr,Canada (Privacy Commissioner) v. Blood Tribe Department of Health,"[2008] 2 SCR 574, 2008 SCC 44 (CanLII)",en,31755,2008-07-17,solicitor-client confidences — information — intervener — solicitor-client privilege is claimed — access
csc-scc,2008scc43,http://canlii.ca/t/1zhnr,"Hydro-Québec v. Syndicat des employé-e-s de techniques professionnelles et de bureau d'Hydro-Québec, section locale 2000 (SCFP-FTQ)","[2008] 2 SCR 561, 2008 SCC 43 (CanLII)",en,31395,2008-07-17,undue hardship — duty to accommodate — employer — arbitrator — work
csc-scc,2008scc42,http://canlii.ca/t/1zfdc,Holland v. Saskatchewan,"[2008] 2 SCR 551, 2008 SCC 42 (CanLII)",en,31979,2008-07-11,herd status — negligence — game farmers — implement a judicial decree — government
csc-scc,2008scc41,http://canlii.ca/t/1z476,R. v. Kapp,"[2008] 2 SCR 483, 2008 SCC 41 (CanLII)",en,31603,2008-06-27,aboriginal — fishery — program — equality — ameliorative
csc-scc,2008scc40,http://canlii.ca/t/1z46d,WIC Radio Ltd. v. Simpson,"[2008] 2 SCR 420, 2008 SCC 40 (CanLII)",en,31608,2008-06-27,honest belief — defamatory — malice — condone violence — fair
csc-scc,2008scc39,http://canlii.ca/t/1z469,Honda Canada Inc. v. Keays,"[2008] 2 SCR 362, 2008 SCC 39 (CanLII)",en,31739,2008-06-27,punitive damages — absences — dismissal — hardball — disability
csc-scc,2008scc38,http://canlii.ca/t/1z1c0,Charkaoui v. Canada (Citizenship and Immigration),"[2008] 2 SCR 326, 2008 SCC 38 (CanLII)",en,31597,2008-06-26,ministers — security certificate — information — designated — notes
csc-scc,2008scc37,http://canlii.ca/t/1z1bv,R. v. Blackman,"[2008] 2 SCR 298, 2008 SCC 37 (CanLII)",en,31885,2008-06-26,reliability — out-of-court statements — stabbed — motive — hearsay
csc-scc,2008scc69,http://canlii.ca/t/21xpk,BCE Inc. v. 1976 Debentureholders,"[2008] 3 SCR 560, 2008 SCC 69 (CanLII)",en,32647,2008-06-20,debentureholders — oppression — arrangement — directors — interests
csc-scc,2008scc36,http://canlii.ca/t/1xdt6,R. v. Devine,"[2008] 2 SCR 283, 2008 SCC 36 (CanLII)",en,31983,2008-06-19,hearsay — reliability — identification — assailant — principled
csc-scc,2008scc35,http://canlii.ca/t/1x6gx,Stein v. Stein,"[2008] 2 SCR 263, 2008 SCC 35 (CanLII)",en,31704,2008-06-12,tax shelters — spouses — assets — contingent — liability
